1  6  1 2 3 4 5 6 
2  6  2 7 8 9 10 3 
3  6  3 10 11 119 123 4 
4  6  4 5 127 128 124 123 
5  6  5 6 136 135 134 127 
6  6  8 122 117 15 14 9 
7  6  9 10 11 12 13 14 
8  6  11 12 115 121 120 119 
9  6  12 13 18 113 116 115 
10  6  13 18 17 16 15 14 
11  6  15 117 118 111 19 16 
12  6  16 17 22 21 20 19 
13  6  17 18 113 114 110 22 
14  6  19 111 112 107 23 20 
15  5  20 23 25 26 21 
16  6  21 26 105 109 110 22 
17  7  23 107 108 104 30 24 25 
18  7  24 25 26 105 106 99 27 
19  5  24 27 28 29 30 
20  6  27 28 31 95 100 99 
21  6  28 29 34 33 32 31 
22  6  29 34 101 103 104 30 
23  6  31 32 38 93 96 95 
24  6  32 38 37 36 35 33 
25  6  33 35 97 102 101 34 
26  6  35 97 98 91 39 36 
27  6  36 37 42 41 40 39 
28  6  37 38 93 94 90 42 
29  6  39 40 43 87 92 91 
30  6  40 41 46 45 44 43 
31  6  41 46 85 89 90 42 
32  6  43 87 88 84 50 44 
33  6  44 45 47 48 49 50 
34  6  45 46 85 86 79 47 
35  6  47 48 51 75 80 79 
36  6  48 49 54 53 52 51 
37  6  49 54 81 83 84 50 
38  6  51 52 58 73 76 75 
39  6  52 58 57 56 55 53 
40  6  53 55 77 82 81 54 
41  6  55 77 78 70 59 56 
42  6  56 57 62 61 60 59 
43  6  57 58 73 74 67 62 
44  6  59 60 63 72 71 70 
45  6  60 61 66 65 64 63 
46  6  61 66 69 68 67 62 
47  6  119 123 124 125 126 120 
48  6  124 125 129 130 131 128 
49  6  127 128 131 132 133 134 
50  6  130 131 132 137 138 139 
51  6  132 133 140 141 142 137 
52  6  133 134 135 147 146 140 
53  6  137 138 145 144 143 142 
54  6  140 146 155 154 148 141 
55  6  141 142 143 150 149 148 
56  6  143 150 151 152 153 144 
57  6  148 154 156 157 158 149 
